"Value","Date"
"10.11","2009-5-05"
"10.1","2009-5-04"
"10.09","2009-5-01"
"10.1","2009-4-30"
"10.09","2009-4-29"
"10.11","2009-4-28"
"10.13","2009-4-27"
"10.09","2009-4-24"
"10.11","2009-4-23"
"10.09","2009-4-22"
"10.11","2009-4-21"
"10.12","2009-4-20"
"10.09","2009-4-17"
"10.12","2009-4-16"
"10.14","2009-4-15"
"10.13","2009-4-14"
"10.1","2009-4-13"
"10.07","2009-4-09"
"10.09","2009-4-08"
"10.06","2009-4-07"
"10.05","2009-4-06"
"10.05","2009-4-03"
"10.09","2009-4-02"
"10.11","2009-4-01"
"10.1","2009-3-31"
"10.09","2009-3-30"
"10.08","2009-3-27"
"10.08","2009-3-26"
"10.06","2009-3-25"
"10.06","2009-3-24"
"10.07","2009-3-23"
"10.08","2009-3-20"
"10.09","2009-3-19"
"10.09","2009-3-18"
"9.97","2009-3-17"
"9.98","2009-3-16"
"10","2009-3-13"
"9.99","2009-3-12"
"9.98","2009-3-11"
"9.96","2009-3-10"
"9.99","2009-3-09"
"10.01","2009-3-06"
"10.03","2009-3-05"
"9.98","2009-3-04"
"10.02","2009-3-03"
"10.03","2009-3-02"
"9.99","2009-2-27"
"10.01","2009-2-26"
"10.01","2009-2-25"
"10.06","2009-2-24"
"10.07","2009-2-23"
"10.08","2009-2-20"
"10.06","2009-2-19"
"10.1","2009-2-18"
"10.13","2009-2-17"
"10.08","2009-2-13"
"10.12","2009-2-12"
"10.13","2009-2-11"
"10.1","2009-2-10"
"10.04","2009-2-09"
"10.04","2009-2-06"
"10.06","2009-2-05"
"10.05","2009-2-04"
"10.07","2009-2-03"
"10.11","2009-2-02"
"10.07","2009-1-30"
"10.07","2009-1-29"
"10.11","2009-1-28"
"10.15","2009-1-27"
"10.11","2009-1-26"
"10.11","2009-1-23"
"10.12","2009-1-22"
"10.13","2009-1-21"
"10.19","2009-1-20"
"10.23","2009-1-16"
"10.25","2009-1-15"
"10.26","2009-1-14"
"10.24","2009-1-13"
"10.24","2009-1-12"
"10.22","2009-1-09"
"10.2","2009-1-08"
"10.18","2009-1-07"
"10.17","2009-1-06"
"10.13","2009-1-05"
"10.13","2009-1-02"
"10.18","2008-12-31"
"10.21","2008-12-30"
"10.2","2008-12-29"
"10.19","2008-12-26"
"10.17","2008-12-24"
"10.17","2008-12-23"
"10.17","2008-12-22"
"10.19","2008-12-19"
"10.19","2008-12-18"
"10.15","2008-12-17"
"10.11","2008-12-16"
"10.04","2008-12-15"
"10.02","2008-12-12"
"10.01","2008-12-11"
"9.98","2008-12-10"
"9.96","2008-12-09"
"9.93","2008-12-08"
"9.92","2008-12-05"
"9.97","2008-12-04"
"9.95","2008-12-03"
"9.95","2008-12-02"
"9.95","2008-12-01"
"9.89","2008-11-28"
"9.86","2008-11-26"
"9.85","2008-11-25"
"9.71","2008-11-24"
"9.76","2008-11-21"
"9.82","2008-11-20"
"9.77","2008-11-19"
"9.77","2008-11-18"
"9.74","2008-11-17"
"9.73","2008-11-14"
"9.72","2008-11-13"
"9.78","2008-11-12"
"9.73","2008-11-11"
"9.73","2008-11-10"
"9.73","2008-11-07"
"9.75","2008-11-06"
"9.75","2008-11-05"
"9.72","2008-11-04"
"9.62","2008-11-03"
"9.58","2008-10-31"
"9.58","2008-10-30"
"9.61","2008-10-29"
"9.62","2008-10-28"
"9.66","2008-10-27"
"9.7","2008-10-24"
"9.76","2008-10-23"
"9.79","2008-10-22"
"9.76","2008-10-21"
"9.72","2008-10-20"
"9.67","2008-10-17"
"9.7","2008-10-16"
"9.7","2008-10-15"
"9.68","2008-10-14"
"9.67","2008-10-13"
"9.74","2008-10-10"
"9.78","2008-10-09"
"9.87","2008-10-08"
"9.96","2008-10-07"
"9.98","2008-10-06"
"9.93","2008-10-03"
"9.92","2008-10-02"
"9.9","2008-10-01"
"9.87","2008-9-30"
"9.99","2008-9-29"
"9.89","2008-9-26"
"9.91","2008-9-25"
"9.95","2008-9-24"
"9.94","2008-9-23"
"9.95","2008-9-22"
"9.96","2008-9-19"
"10.04","2008-9-18"
"10.09","2008-9-17"
"10.09","2008-9-16"
"10.15","2008-9-15"
"10.1","2008-9-12"
"10.15","2008-9-11"
"10.15","2008-9-10"
"10.17","2008-9-09"
"10.16","2008-9-08"
"10.08","2008-9-05"
"10.1","2008-9-04"
"10.07","2008-9-03"
"10.05","2008-9-02"
"10.02","2008-8-29"
"10.03","2008-8-28"
"10.04","2008-8-27"
"10.03","2008-8-26"
"10.02","2008-8-25"
"9.99","2008-8-22"
"10.01","2008-8-21"
"10.04","2008-8-20"
"10","2008-8-19"
"10","2008-8-18"
"10","2008-8-15"
"9.97","2008-8-14"
"9.95","2008-8-13"
"9.97","2008-8-12"
"9.93","2008-8-11"
"9.97","2008-8-08"
"9.96","2008-8-07"
"9.91","2008-8-06"
"9.94","2008-8-05"
"9.96","2008-8-04"
"9.98","2008-8-01"
"9.99","2008-7-31"
"9.95","2008-7-30"
"9.94","2008-7-29"
"9.96","2008-7-28"
"9.91","2008-7-25"
"9.96","2008-7-24"
"9.9","2008-7-23"
"9.9","2008-7-22"
"9.92","2008-7-21"
"9.91","2008-7-18"
"9.94","2008-7-17"
"10","2008-7-16"
"10.06","2008-7-15"
"10.06","2008-7-14"
"10.03","2008-7-11"
"10.08","2008-7-10"
"10.08","2008-7-09"
"10.05","2008-7-08"
"10.02","2008-7-07"
"10","2008-7-03"
"10.01","2008-7-02"
"10.01","2008-7-01"
"10.03","2008-6-30"
"10.03","2008-6-27"
"10.01","2008-6-26"
"9.98","2008-6-25"
"9.98","2008-6-24"
"9.96","2008-6-23"
"9.97","2008-6-20"
"9.96","2008-6-19"
"9.99","2008-6-18"
"9.94","2008-6-17"
"9.92","2008-6-16"
"9.92","2008-6-13"
"9.94","2008-6-12"
"10","2008-6-11"
"9.98","2008-6-10"
"10.05","2008-6-09"
"10.1","2008-6-06"
"10.06","2008-6-05"
"10.09","2008-6-04"
"10.13","2008-6-03"
"10.1","2008-6-02"
"10.07","2008-5-31"
"10.07","2008-5-30"
"10.05","2008-5-29"
"10.08","2008-5-28"
"10.13","2008-5-27"
"10.17","2008-5-23"
"10.14","2008-5-22"
"10.19","2008-5-21"
"10.21","2008-5-20"
"10.19","2008-5-19"
"10.18","2008-5-16"
"10.18","2008-5-15"
"10.13","2008-5-14"
"10.13","2008-5-13"
"10.19","2008-5-12"
"10.21","2008-5-09"
"10.2","2008-5-08"
"10.17","2008-5-07"
"10.15","2008-5-06"
"10.17","2008-5-05"
"10.17","2008-5-02"
"10.2","2008-5-01"
"10.19","2008-4-30"
"10.15","2008-4-29"
"10.14","2008-4-28"
"10.12","2008-4-25"
"10.13","2008-4-24"
"10.17","2008-4-23"
"10.18","2008-4-22"
"10.18","2008-4-21"
"10.15","2008-4-18"
"10.13","2008-4-17"
"10.15","2008-4-16"
"10.21","2008-4-15"
"10.25","2008-4-14"
"10.27","2008-4-11"
"10.24","2008-4-10"
"10.27","2008-4-09"
"10.23","2008-4-08"
"10.23","2008-4-07"
"10.25","2008-4-04"
"10.19","2008-4-03"
"10.19","2008-4-02"
"10.21","2008-4-01"
"10.26","2008-3-31"
"10.24","2008-3-28"
"10.21","2008-3-27"
"10.24","2008-3-26"
"10.23","2008-3-25"
"10.19","2008-3-24"
"10.29","2008-3-20"
"10.27","2008-3-19"
"10.23","2008-3-18"
"10.28","2008-3-17"
"10.21","2008-3-14"
"10.17","2008-3-13"
"10.22","2008-3-12"
"10.12","2008-3-11"
"10.18","2008-3-10"
"10.15","2008-3-07"
"10.12","2008-3-06"
"10.14","2008-3-05"
"10.19","2008-3-04"
"10.25","2008-3-03"
"10.27","2008-2-29"
"10.2","2008-2-28"
"10.14","2008-2-27"
"10.11","2008-2-26"
"10.1","2008-2-25"
"10.15","2008-2-22"
"10.17","2008-2-21"
"10.1","2008-2-20"
"10.12","2008-2-19"
"10.19","2008-2-15"
"10.17","2008-2-14"
"10.23","2008-2-13"
"10.25","2008-2-12"
"10.28","2008-2-11"
"10.27","2008-2-08"
"10.25","2008-2-07"
"10.3","2008-2-06"
"10.32","2008-2-05"
"10.29","2008-2-04"
"10.31","2008-2-01"
"10.29","2008-1-31"
"10.28","2008-1-30"
"10.29","2008-1-29"
"10.32","2008-1-28"
"10.31","2008-1-25"
"10.28","2008-1-24"
"10.33","2008-1-23"
"10.37","2008-1-22"
"10.31","2008-1-18"
"10.32","2008-1-17"
"10.29","2008-1-16"
"10.3","2008-1-15"
"10.27","2008-1-14"
"10.27","2008-1-11"
"10.22","2008-1-10"
"10.26","2008-1-09"
"10.25","2008-1-08"
"10.25","2008-1-07"
"10.25","2008-1-04"
"10.22","2008-1-03"
"10.22","2008-1-02"
"10.16","2007-12-31"
"10.13","2007-12-28"
"10.08","2007-12-27"
"10.04","2007-12-26"
"10.07","2007-12-24"
"10.1","2007-12-21"
"10.16","2007-12-20"
"10.14","2007-12-19"
"10.11","2007-12-18"
"10.07","2007-12-17"
"10.05","2007-12-14"
"10.09","2007-12-13"
"10.12","2007-12-12"
"10.15","2007-12-11"
"10.07","2007-12-10"
"10.09","2007-12-07"
"10.15","2007-12-06"
"10.19","2007-12-05"
"10.2","2007-12-04"
"10.21","2007-12-03"
"10.18","2007-11-30"
"10.17","2007-11-29"
"10.14","2007-11-28"
"10.17","2007-11-27"
"10.21","2007-11-26"
"10.14","2007-11-23"
"10.13","2007-11-21"
"10.11","2007-11-20"
"10.12","2007-11-19"
"10.1","2007-11-16"
"10.11","2007-11-15"
"10.06","2007-11-14"
"10.06","2007-11-13"
"10.08","2007-11-12"
"10.09","2007-11-09"
"10.07","2007-11-08"
"10.05","2007-11-07"
"10.05","2007-11-06"
"10.07","2007-11-05"
"10.1","2007-11-02"
"10.07","2007-11-01"
"10.03","2007-10-31"
"10.07","2007-10-30"
"10.07","2007-10-29"
"10.07","2007-10-26"
"10.09","2007-10-25"
"10.1","2007-10-24"
"10.07","2007-10-23"
"10.07","2007-10-22"
"10.07","2007-10-19"
"10.03","2007-10-18"
"10.01","2007-10-17"
"9.96","2007-10-16"
"9.95","2007-10-15"
"9.95","2007-10-12"
"9.96","2007-10-11"
"9.96","2007-10-10"
"9.96","2007-10-09"
"9.96","2007-10-08"
"9.96","2007-10-05"
"10.01","2007-10-04"
"10","2007-10-03"
"10","2007-10-02"
"9.99","2007-10-01"
"9.98","2007-9-28"
"9.99","2007-9-27"
"9.96","2007-9-26"
"9.96","2007-9-25"
"9.96","2007-9-24"
"9.96","2007-9-21"
"9.94","2007-9-20"
"10","2007-9-19"
"10.01","2007-9-18"
"9.99","2007-9-17"
"9.99","2007-9-14"
"9.99","2007-9-13"
"10.02","2007-9-12"
"10.03","2007-9-11"
"10.06","2007-9-10"
"10.04","2007-9-07"
"9.97","2007-9-06"
"9.98","2007-9-05"
"9.94","2007-9-04"
"9.95","2007-8-31"
"9.96","2007-8-30"
"9.95","2007-8-29"
"9.96","2007-8-28"
"9.94","2007-8-27"
"9.92","2007-8-24"
"9.92","2007-8-23"
"9.91","2007-8-22"
"9.93","2007-8-21"
"9.91","2007-8-20"
"9.89","2007-8-17"
"9.91","2007-8-16"
"9.87","2007-8-15"
"9.87","2007-8-14"
"9.86","2007-8-13"
"9.86","2007-8-10"
"9.86","2007-8-09"
"9.84","2007-8-08"
"9.88","2007-8-07"
"9.88","2007-8-06"
"9.9","2007-8-03"
"9.87","2007-8-02"
"9.87","2007-8-01"
"9.86","2007-7-31"
"9.85","2007-7-30"
"9.86","2007-7-27"
"9.87","2007-7-26"
"9.84","2007-7-25"
"9.83","2007-7-24"
"9.83","2007-7-23"
"9.83","2007-7-20"
"9.81","2007-7-19"
"9.82","2007-7-18"
"9.79","2007-7-17"
"9.81","2007-7-16"
"9.79","2007-7-13"
"9.78","2007-7-12"
"9.8","2007-7-11"
"9.82","2007-7-10"
"9.77","2007-7-09"
"9.75","2007-7-06"
"9.77","2007-7-05"
"9.82","2007-7-03"
"9.84","2007-7-02"
"9.82","2007-6-29"
"9.79","2007-6-28"
"9.81","2007-6-27"
"9.8","2007-6-26"
"9.81","2007-6-25"
"9.79","2007-6-22"
"9.77","2007-6-21"
"9.79","2007-6-20"
"9.82","2007-6-19"
"9.79","2007-6-18"
"9.78","2007-6-15"
"9.75","2007-6-14"
"9.76","2007-6-13"
"9.73","2007-6-12"
"9.79","2007-6-11"
"9.79","2007-6-08"
"9.8","2007-6-07"
"9.86","2007-6-06"
"9.86","2007-6-05"
"9.88","2007-6-04"
"9.87","2007-6-01"
"9.9","2007-5-31"
"9.91","2007-5-30"
"9.9","2007-5-29"
"9.92","2007-5-25"
"9.92","2007-5-24"
"9.92","2007-5-23"
"9.93","2007-5-22"
"9.95","2007-5-21"
"9.94","2007-5-18"
"9.96","2007-5-17"
"9.98","2007-5-16"
"9.98","2007-5-15"
"9.99","2007-5-14"
"10","2007-5-11"
"10.01","2007-5-10"
"10","2007-5-09"
"10.02","2007-5-08"
"10.02","2007-5-07"
"10.01","2007-5-04"
"10","2007-5-03"
"10.01","2007-5-02"
"10.01","2007-5-01"
"10.02","2007-4-30"
"9.99","2007-4-27"
"9.99","2007-4-26"
"10.01","2007-4-25"
"10.03","2007-4-24"
"10.01","2007-4-23"
"10","2007-4-20"
"10.01","2007-4-19"
"10.01","2007-4-18"
"10","2007-4-17"
"9.97","2007-4-16"
"9.96","2007-4-13"
"9.97","2007-4-12"
"9.97","2007-4-11"
"9.98","2007-4-10"
"9.97","2007-4-09"
"10","2007-4-05"
"10.01","2007-4-04"
"10","2007-4-03"
"10.01","2007-4-02"
"10.01","2007-3-30"
"10.01","2007-3-29"
"10.02","2007-3-28"
"10.03","2007-3-27"
"10.04","2007-3-26"
"10.03","2007-3-23"
"10.04","2007-3-22"
"10.07","2007-3-21"
"10.05","2007-3-20"
"10.04","2007-3-19"
"10.05","2007-3-16"
"10.06","2007-3-15"
"10.06","2007-3-14"
"10.07","2007-3-13"
"10.05","2007-3-12"
"10.03","2007-3-09"
"10.07","2007-3-08"
"10.07","2007-3-07"
"10.06","2007-3-06"
"10.06","2007-3-05"
"10.06","2007-3-02"
"10.05","2007-3-01"
"10.05","2007-2-28"
"10.07","2007-2-27"
"10.03","2007-2-26"
"10.01","2007-2-23"
"9.99","2007-2-22"
"10","2007-2-21"
"10.01","2007-2-20"
"10","2007-2-16"
"10","2007-2-15"
"9.99","2007-2-14"
"9.95","2007-2-13"
"9.95","2007-2-12"
"9.96","2007-2-09"
"9.99","2007-2-08"
"9.98","2007-2-07"
"9.98","2007-2-06"
"9.96","2007-2-05"
"9.95","2007-2-02"
"9.94","2007-2-01"
"9.94","2007-1-31"
"9.91","2007-1-30"
"9.91","2007-1-29"
"9.91","2007-1-26"
"9.92","2007-1-25"
"9.95","2007-1-24"
"9.95","2007-1-23"
"9.97","2007-1-22"
"9.96","2007-1-19"
"9.97","2007-1-18"
"9.96","2007-1-17"
"9.97","2007-1-16"
"9.97","2007-1-12"
"9.98","2007-1-11"
"10","2007-1-10"
"10.02","2007-1-09"
"10.02","2007-1-08"
"10.02","2007-1-05"
"10.04","2007-1-04"
"10.01","2007-1-03"
"9.99","2006-12-29"
"9.99","2006-12-28"
"10.01","2006-12-27"
"10.03","2006-12-26"
"10.02","2006-12-22"
"10.05","2006-12-21"
"10.03","2006-12-20"
"10.03","2006-12-19"
"10.03","2006-12-18"
"10.03","2006-12-15"
"10.03","2006-12-14"
"10.04","2006-12-13"
"10.07","2006-12-12"
"10.06","2006-12-11"
"10.04","2006-12-08"
"10.07","2006-12-07"
"10.08","2006-12-06"
"10.1","2006-12-05"
"10.1","2006-12-04"
"10.1","2006-12-01"
"10.08","2006-11-30"
"10.05","2006-11-29"
"10.06","2006-11-28"
"10.04","2006-11-27"
"10.04","2006-11-24"
"10.03","2006-11-22"
"10.03","2006-11-21"
"10.02","2006-11-20"
"10.02","2006-11-17"
"9.99","2006-11-16"
"10.01","2006-11-15"
"10.03","2006-11-14"
"10.01","2006-11-13"
"10.02","2006-11-10"
"10.01","2006-11-09"
"10","2006-11-08"
"9.99","2006-11-07"
"9.97","2006-11-06"
"9.96","2006-11-03"
"10.01","2006-11-02"
"10.03","2006-11-01"
"10.01","2006-10-31"
"9.97","2006-10-30"
"9.97","2006-10-27"
"9.95","2006-10-26"
"9.93","2006-10-25"
"9.9","2006-10-24"
"9.9","2006-10-23"
"9.92","2006-10-20"
"9.92","2006-10-19"
"9.93","2006-10-18"
"9.93","2006-10-17"
"9.92","2006-10-16"
"9.91","2006-10-13"
"9.92","2006-10-12"
"9.91","2006-10-11"
"9.93","2006-10-10"
"9.96","2006-10-09"
"9.96","2006-10-06"
"10","2006-10-05"
"10.01","2006-10-04"
"9.99","2006-10-03"
"9.99","2006-10-02"
"9.98","2006-9-29"
"9.99","2006-9-28"
"10","2006-9-27"
"10","2006-9-26"
"10.02","2006-9-25"
"10","2006-9-22"
"9.98","2006-9-21"
"9.94","2006-9-20"
"9.94","2006-9-19"
"9.9","2006-9-18"
"9.91","2006-9-15"
"9.92","2006-9-14"
"9.93","2006-9-13"
"9.93","2006-9-12"
"9.91","2006-9-11"
"9.93","2006-9-08"
"9.92","2006-9-07"
"9.91","2006-9-06"
"9.92","2006-9-05"
"9.94","2006-9-01"
"9.94","2006-8-31"
"9.92","2006-8-30"
"9.91","2006-8-29"
"9.91","2006-8-28"
"9.91","2006-8-25"
"9.9","2006-8-24"
"9.9","2006-8-23"
"9.91","2006-8-22"
"9.9","2006-8-21"
"9.9","2006-8-18"
"9.88","2006-8-17"
"9.88","2006-8-16"
"9.86","2006-8-15"
"9.82","2006-8-14"
"9.83","2006-8-11"
"9.85","2006-8-10"
"9.86","2006-8-09"
"9.86","2006-8-08"
"9.85","2006-8-07"
"9.87","2006-8-04"
"9.84","2006-8-03"
"9.84","2006-8-02"
"9.83","2006-8-01"
"9.82","2006-7-31"
"9.82","2006-7-28"
"9.79","2006-7-27"
"9.79","2006-7-26"
"9.77","2006-7-25"
"9.78","2006-7-24"
"9.78","2006-7-21"
"9.79","2006-7-20"
"9.77","2006-7-19"
"9.73","2006-7-18"
"9.76","2006-7-17"
"9.77","2006-7-14"
"9.76","2006-7-13"
"9.75","2006-7-12"
"9.75","2006-7-11"
"9.74","2006-7-10"
"9.74","2006-7-07"
"9.71","2006-7-06"
"9.69","2006-7-05"
"9.73","2006-7-03"
"9.73","2006-6-30"
"9.7","2006-6-29"
"9.68","2006-6-28"
"9.69","2006-6-27"
"9.68","2006-6-26"
"9.68","2006-6-23"
"9.7","2006-6-22"
"9.72","2006-6-21"
"9.73","2006-6-20"
"9.73","2006-6-19"
"9.74","2006-6-16"
"9.75","2006-6-15"
"9.79","2006-6-14"
"9.82","2006-6-13"
"9.81","2006-6-12"
"9.82","2006-6-09"
"9.81","2006-6-08"
"9.8","2006-6-07"
"9.81","2006-6-06"
"9.81","2006-6-05"
"9.82","2006-6-02"
"9.76","2006-6-01"
"9.76","2006-5-31"
"9.78","2006-5-30"
"9.8","2006-5-26"
"9.78","2006-5-25"
"9.8","2006-5-24"
"9.79","2006-5-23"
"9.8","2006-5-22"
"9.8","2006-5-19"
"9.79","2006-5-18"
"9.76","2006-5-17"
"9.78","2006-5-16"
"9.76","2006-5-15"
"9.75","2006-5-12"
"9.77","2006-5-11"
"9.78","2006-5-10"
"9.78","2006-5-09"
"9.78","2006-5-08"
"9.79","2006-5-05"
"9.77","2006-5-04"
"9.77","2006-5-03"
"9.79","2006-5-02"
"9.78","2006-5-01"
"9.81","2006-4-28"
"9.8","2006-4-27"
"9.78","2006-4-26"
"9.8","2006-4-25"
"9.84","2006-4-24"
"9.82","2006-4-21"
"9.81","2006-4-20"
"9.82","2006-4-19"
"9.83","2006-4-18"
"9.81","2006-4-17"
"9.79","2006-4-13"
"9.82","2006-4-12"
"9.84","2006-4-11"
"9.83","2006-4-10"
"9.83","2006-4-07"
"9.86","2006-4-06"
"9.88","2006-4-05"
"9.87","2006-4-04"
"9.86","2006-4-03"
"9.87","2006-3-31"
"9.87","2006-3-30"
"9.89","2006-3-29"
"9.91","2006-3-28"
"9.94","2006-3-27"
"9.95","2006-3-24"
"9.93","2006-3-23"
"9.94","2006-3-22"
"9.93","2006-3-21"
"9.97","2006-3-20"
"9.96","2006-3-17"
"9.97","2006-3-16"
"9.93","2006-3-15"
"9.94","2006-3-14"
"9.9","2006-3-13"
"9.91","2006-3-10"
"9.93","2006-3-09"
"9.92","2006-3-08"
"9.92","2006-3-07"
"9.92","2006-3-06"
"9.95","2006-3-03"
"9.97","2006-3-02"
"9.99","2006-3-01"
"10.01","2006-2-28"
"9.99","2006-2-27"
"10","2006-2-24"
"10","2006-2-23"
"10.01","2006-2-22"
"10","2006-2-21"
"10.01","2006-2-17"
"9.98","2006-2-16"
"9.97","2006-2-15"
"9.97","2006-2-14"
"9.98","2006-2-13"
"9.98","2006-2-10"
"10","2006-2-09"
"9.99","2006-2-08"
"10","2006-2-07"
"10.01","2006-2-06"
"10.01","2006-2-03"
"10","2006-2-02"
"10","2006-2-01"
"10.01","2006-1-31"
"10.01","2006-1-30"
"10.02","2006-1-27"
"10.02","2006-1-26"
"10.04","2006-1-25"
"10.08","2006-1-24"
"10.09","2006-1-23"
"10.09","2006-1-20"
"10.08","2006-1-19"
"10.09","2006-1-18"
"10.1","2006-1-17"
"10.09","2006-1-13"
"10.06","2006-1-12"
"10.04","2006-1-11"
"10.05","2006-1-10"
"10.07","2006-1-09"
"10.07","2006-1-06"
"10.08","2006-1-05"
"10.08","2006-1-04"
"10.07","2006-1-03"
"10.06","2005-12-30"
"10.06","2005-12-29"
"10.06","2005-12-28"
"10.08","2005-12-27"
"10.06","2005-12-23"
"10.04","2005-12-22"
"10.01","2005-12-21"
"10.02","2005-12-20"
"10.03","2005-12-19"
"10.03","2005-12-16"
"10.02","2005-12-15"
"10.03","2005-12-14"
"9.99","2005-12-13"
"9.98","2005-12-12"
"9.99","2005-12-09"
"10.02","2005-12-08"
"9.99","2005-12-07"
"10","2005-12-06"
"9.97","2005-12-05"
"9.98","2005-12-02"
"9.98","2005-12-01"
"10","2005-11-30"
"10.01","2005-11-29"
"10.04","2005-11-28"
"10.03","2005-11-25"
"10.01","2005-11-23"
"10.03","2005-11-22"
"10.02","2005-11-21"
"10","2005-11-18"
"10.02","2005-11-17"
"10","2005-11-16"
"9.97","2005-11-15"
"9.95","2005-11-14"
"9.98","2005-11-11"
"9.98","2005-11-10"
"9.94","2005-11-09"
"9.98","2005-11-08"
"9.94","2005-11-07"
"9.93","2005-11-04"
"9.94","2005-11-03"
"9.96","2005-11-02"
"9.98","2005-11-01"
"9.99","2005-10-31"
"9.99","2005-10-28"
"10","2005-10-27"
"9.99","2005-10-26"
"10.03","2005-10-25"
"10.05","2005-10-24"
"10.08","2005-10-21"
"10.05","2005-10-20"
"10.05","2005-10-19"
"10.04","2005-10-18"
"10.04","2005-10-17"
"10.03","2005-10-14"
"10.04","2005-10-13"
"10.06","2005-10-12"
"10.09","2005-10-11"
"10.1","2005-10-10"
"10.1","2005-10-07"
"10.1","2005-10-06"
"10.1","2005-10-05"
"10.09","2005-10-04"
"10.09","2005-10-03"
"10.11","2005-9-30"
"10.13","2005-9-29"
"10.15","2005-9-28"
"10.13","2005-9-27"
"10.14","2005-9-26"
"10.16","2005-9-23"
"10.19","2005-9-22"
"10.18","2005-9-21"
"10.16","2005-9-20"
"10.17","2005-9-19"
"10.16","2005-9-16"
"10.18","2005-9-15"
"10.2","2005-9-14"
"10.21","2005-9-13"
"10.2","2005-9-12"
"10.21","2005-9-09"
"10.21","2005-9-08"
"10.21","2005-9-07"
"10.24","2005-9-06"
"10.26","2005-9-02"
"10.27","2005-9-01"
"10.26","2005-8-31"
"10.23","2005-8-30"
"10.19","2005-8-29"
"10.19","2005-8-26"
"10.2","2005-8-25"
"10.19","2005-8-24"
"10.19","2005-8-23"
"10.18","2005-8-22"
"10.18","2005-8-19"
"10.18","2005-8-18"
"10.16","2005-8-17"
"10.18","2005-8-16"
"10.16","2005-8-15"
"10.18","2005-8-12"
"10.14","2005-8-11"
"10.12","2005-8-10"
"10.11","2005-8-09"
"10.1","2005-8-08"
"10.12","2005-8-05"
"10.15","2005-8-04"
"10.16","2005-8-03"
"10.14","2005-8-02"
"10.15","2005-8-01"
"10.16","2005-7-29"
"10.2","2005-7-28"
"10.17","2005-7-27"
"10.18","2005-7-26"
"10.18","2005-7-25"
"10.19","2005-7-22"
"10.17","2005-7-21"
"10.21","2005-7-20"
"10.2","2005-7-19"
"10.19","2005-7-18"
"10.21","2005-7-15"
"10.21","2005-7-14"
"10.21","2005-7-13"
"10.22","2005-7-12"
"10.23","2005-7-11"
"10.23","2005-7-08"
"10.26","2005-7-07"
"10.24","2005-7-06"
"10.23","2005-7-05"
"10.26","2005-7-01"
"10.3","2005-6-30"
"10.28","2005-6-29"
"10.29","2005-6-28"
"10.31","2005-6-27"
"10.31","2005-6-24"
"10.29","2005-6-23"
"10.3","2005-6-22"
"10.26","2005-6-21"
"10.24","2005-6-20"
"10.25","2005-6-17"
"10.25","2005-6-16"
"10.23","2005-6-15"
"10.23","2005-6-14"
"10.24","2005-6-13"
"10.26","2005-6-10"
"10.29","2005-6-09"
"10.31","2005-6-08"
"10.32","2005-6-07"
"10.3","2005-6-06"
"10.3","2005-6-03"
"10.33","2005-6-02"
"10.32","2005-6-01"
"10.28","2005-5-31"
"10.25","2005-5-27"
"10.24","2005-5-26"
"10.25","2005-5-25"
"10.26","2005-5-24"
"10.24","2005-5-23"
"10.22","2005-5-20"
"10.23","2005-5-19"
"10.24","2005-5-18"
"10.22","2005-5-17"
"10.22","2005-5-16"
"10.23","2005-5-13"
"10.21","2005-5-12"
"10.2","2005-5-11"
"10.2","2005-5-10"
"10.17","2005-5-09"
"10.18","2005-5-06"
"10.23","2005-5-05"
"10.21","2005-5-04"
"10.21","2005-5-03"
"10.21","2005-5-02"
"10.21","2005-4-29"
"10.22","2005-4-28"
"10.2","2005-4-27"
"10.19","2005-4-26"
"10.19","2005-4-25"
"10.19","2005-4-22"
"10.18","2005-4-21"
"10.21","2005-4-20"
"10.21","2005-4-19"
"10.19","2005-4-18"
"10.18","2005-4-15"
"10.16","2005-4-14"
"10.15","2005-4-13"
"10.15","2005-4-12"
"10.11","2005-4-11"
"10.1","2005-4-08"
"10.11","2005-4-07"
"10.13","2005-4-06"
"10.11","2005-4-05"
"10.12","2005-4-04"
"10.13","2005-4-01"
"10.11","2005-3-31"
"10.08","2005-3-30"
"10.07","2005-3-29"
"10.05","2005-3-28"
"10.07","2005-3-24"
"10.06","2005-3-23"
"10.07","2005-3-22"
"10.11","2005-3-21"
"10.12","2005-3-18"
"10.14","2005-3-17"
"10.12","2005-3-16"
"10.12","2005-3-15"
"10.13","2005-3-14"
"10.12","2005-3-11"
"10.16","2005-3-10"
"10.14","2005-3-09"
"10.2","2005-3-08"
"10.23","2005-3-07"
"10.22","2005-3-04"
"10.19","2005-3-03"
"10.19","2005-3-02"
"10.19","2005-3-01"
"10.2","2005-2-28"
"10.24","2005-2-25"
"10.24","2005-2-24"
"10.25","2005-2-23"
"10.24","2005-2-22"
"10.25","2005-2-18"
"10.28","2005-2-17"
"10.29","2005-2-16"
"10.31","2005-2-15"
"10.32","2005-2-14"
"10.31","2005-2-11"
"10.33","2005-2-10"
"10.36","2005-2-09"
"10.34","2005-2-08"
"10.34","2005-2-07"
"10.33","2005-2-04"
"10.29","2005-2-03"
"10.3","2005-2-02"
"10.3","2005-2-01"
"10.3","2005-1-31"
"10.3","2005-1-28"
"10.28","2005-1-27"
"10.28","2005-1-26"
"10.29","2005-1-25"
"10.31","2005-1-24"
"10.31","2005-1-21"
"10.3","2005-1-20"
"10.28","2005-1-19"
